Tenant Name,City,Property Type,BHK,Size (Sq.Ft),Furnishing,Rent (₹/month),Property Age (yrs),Contact No.,Email ID,Availability Date
Madhup Deshpande,Bangalore,Apartment,5,1211,Unfurnished,37897,15,9725754884,madhupdeshpande@gmail.com,10-10-25
Lavanya Gour,Chennai,Apartment,1,1313,Semi-Furnished,39299,8,9725444842,lavanyagour@gmail.com,14-12-25
Reyansh Kibe,Kolkata,Villa,1,885,Unfurnished,33694,1,9108184486,reyanshkibe@gmail.com,12-12-25
Taimur Dani,Pune,Villa,1,2092,Semi-Furnished,42781,8,9946657682,taimurdani@gmail.com,27-10-25
Jayan Tailor,Hyderabad,Apartment,4,752,Semi-Furnished,13591,1,9339289204,jayantailor@gmail.com,14-12-25
Tiya Mangat,Nagpur,Studio,3,1265,Furnished,40868,10,9791337509,tiyamangat@gmail.com,30-11-25
Neelofar Sagar,Mumbai,Studio,3,1487,Unfurnished,55948,12,9882253992,neelofarsagar@gmail.com,19-10-25
Divyansh Cherian,Pune,Apartment,2,2078,Furnished,43076,12,9400317823,divyanshcherian@gmail.com,10-10-25
Adira Choudhary,Jaipur,Independent,5,1611,Furnished,23653,10,9578215021,adirachoudhary@gmail.com,21-12-25
Divij Shere,Indore,Apartment,4,1917,Unfurnished,30550,19,9309300483,divijshere@gmail.com,11-11-25
Aaryahi Bhatti,Delhi,Independent,1,477,Furnished,21459,17,9462108266,aaryahibhatti@gmail.com,14-12-25
Shalv Ramesh,Hyderabad,Studio,3,1451,Furnished,69735,9,9568727276,shalvramesh@gmail.com,24-10-25
Tarini Chakrabarti,Mumbai,Apartment,3,822,Semi-Furnished,32690,20,9213090801,tarinichakrabarti@gmail.com,17-10-25
Ryan Sodhi,Indore,Studio,5,438,Furnished,6920,9,9157423159,ryansodhi@gmail.com,21-11-25
Shray Swaminathan,Pune,Villa,3,1029,Unfurnished,25505,11,9112631993,shrayswaminathan@gmail.com,23-11-25
Kismat Savant,Chennai,Villa,3,427,Furnished,8323,16,9539790331,kismatsavant@gmail.com,25-10-25
Prerak Tank,Jaipur,Apartment,3,731,Furnished,26916,6,9824116972,preraktank@gmail.com,09-12-25
Parinaaz Buch,Delhi,Studio,1,1778,Semi-Furnished,66637,7,9121554628,parinaazbuch@gmail.com,19-12-25
Taran Thaker,Nagpur,Studio,3,2122,Furnished,60906,16,9763996538,taranthaker@gmail.com,19-11-25
Aaryahi Bhatnagar,Indore,Studio,2,640,Unfurnished,14404,2,9234197888,aaryahibhatnagar@gmail.com,12-10-25
Prisha Mandal,Delhi,Studio,4,1856,Furnished,51635,9,9236540897,prishamandal@gmail.com,09-12-25
Nayantara Amble,Bangalore,Studio,2,998,Unfurnished,45981,9,9102315373,nayantaraamble@gmail.com,06-10-25
Aradhya Dara,Indore,Studio,5,1418,Semi-Furnished,17026,9,9525848003,aradhyadara@gmail.com,15-11-25
Nitara Kapadia,Indore,Independent,4,1002,Semi-Furnished,16412,4,9330385317,nitarakapadia@gmail.com,19-12-25
Arhaan Srinivasan,Hyderabad,Independent,1,1681,Unfurnished,45672,12,9704436486,arhaansrinivasan@gmail.com,21-12-25
Romil Halder,Jaipur,Apartment,1,1655,Furnished,62563,6,9456333990,romilhalder@gmail.com,15-11-25
Zain Vig,Kolkata,Studio,3,2247,Unfurnished,57379,19,9123792132,zainvig@gmail.com,12-11-25
Divij Ramanathan,Indore,Apartment,5,1699,Furnished,21859,2,9031409840,divijramanathan@gmail.com,30-10-25
Uthkarsh Bera,Delhi,Independent,4,1279,Semi-Furnished,78093,12,9684468491,uthkarshbera@gmail.com,13-12-25
Rhea Thaker,Nagpur,Studio,3,2429,Furnished,71418,2,9080856130,rheathaker@gmail.com,05-12-25
Bhavin Halder,Nagpur,Apartment,2,640,Semi-Furnished,20209,4,9261811562,bhavinhalder@gmail.com,02-11-25
Azad Reddy,Chennai,Villa,3,2335,Furnished,58870,1,9131079015,azadreddy@gmail.com,15-11-25
Shamik Joshi,Delhi,Villa,3,1721,Unfurnished,91492,20,9787662419,shamikjoshi@gmail.com,02-12-25
Alia Sood,Kolkata,Villa,1,501,Furnished,16902,1,9700467567,aliasood@gmail.com,17-11-25
Dhanush Khurana,Indore,Independent,2,765,Unfurnished,18005,20,9542861244,dhanushkhurana@gmail.com,02-12-25
Bhavin Bumb,Indore,Apartment,1,1693,Semi-Furnished,21090,1,9637184504,bhavinbumb@gmail.com,04-11-25
Anahita Sangha,Mumbai,Apartment,2,1713,Unfurnished,126762,12,9079177611,anahitasangha@gmail.com,16-10-25
Aradhya Bhasin,Delhi,Villa,3,2091,Furnished,94426,3,9664713899,aradhyabhasin@gmail.com,14-10-25
Umang Ramaswamy,Jaipur,Apartment,1,1872,Semi-Furnished,48322,19,9098226769,umangramaswamy@gmail.com,20-12-25
Piya Kunda,Kolkata,Studio,1,923,Semi-Furnished,20593,8,9424371720,piyakunda@gmail.com,25-12-25
Kanav Aurora,Jaipur,Studio,2,991,Unfurnished,29309,10,9954172109,kanavaurora@gmail.com,04-11-25
Anya Dass,Delhi,Independent,1,1455,Semi-Furnished,55841,13,9173914337,anyadass@gmail.com,03-12-25
Dhanush Soman,Bangalore,Villa,4,1157,Furnished,43686,7,9971901044,dhanushsoman@gmail.com,16-12-25
Parinaaz Baral,Hyderabad,Villa,3,1425,Semi-Furnished,70699,16,9951062119,parinaazbaral@gmail.com,13-12-25
Sumer Thaman,Delhi,Independent,5,2356,Unfurnished,116160,6,9118869618,sumerthaman@gmail.com,09-11-25
Azad Borah,Delhi,Studio,4,2418,Furnished,98583,4,9164487036,azadborah@gmail.com,25-10-25
Nishith Vora,Hyderabad,Independent,2,2263,Furnished,65792,9,9196833644,nishithvora@gmail.com,06-12-25
Vidur Chopra,Chennai,Apartment,2,1014,Furnished,28450,4,9523098928,vidurchopra@gmail.com,15-11-25
Aaina Anne,Chennai,Apartment,5,2195,Unfurnished,48338,9,9661001840,aainaanne@gmail.com,24-12-25
Misha Kothari,Mumbai,Villa,3,2003,Unfurnished,127871,6,9588089396,mishakothari@gmail.com,18-12-25
Indrajit Apte,Bangalore,Apartment,5,2191,Semi-Furnished,109792,1,9908116208,indrajitapte@gmail.com,15-12-25
Nishith Garde,Pune,Villa,4,1406,Unfurnished,54098,8,9069671933,nishithgarde@gmail.com,28-12-25
Shaan Shenoy,Nagpur,Studio,5,1777,Semi-Furnished,51173,14,9625947071,shaanshenoy@gmail.com,29-10-25
Urvi Kothari,Hyderabad,Apartment,3,2295,Semi-Furnished,109479,16,9117171170,urvikothari@gmail.com,04-12-25
Gokul Choudhury,Hyderabad,Apartment,5,750,Furnished,21462,8,9565078631,gokulchoudhury@gmail.com,10-10-25
Diya Venkataraman,Jaipur,Studio,4,436,Unfurnished,15090,1,9545435938,diyavenkataraman@gmail.com,11-12-25
Mannat Kulkarni,Mumbai,Independent,2,875,Unfurnished,57793,1,9921946367,mannatkulkarni@gmail.com,16-11-25
Adah Chaudhari,Indore,Independent,2,1615,Semi-Furnished,35339,10,9591591806,adahchaudhari@gmail.com,18-11-25
Shayak Chopra,Delhi,Villa,4,1315,Semi-Furnished,62944,10,9101418691,shayakchopra@gmail.com,22-11-25
Shalv Kakar,Kolkata,Studio,1,824,Unfurnished,19783,2,9689162005,shalvkakar@gmail.com,12-10-25
Onkar Chaudhuri,Chennai,Villa,4,1197,Semi-Furnished,39685,9,9652121606,onkarchaudhuri@gmail.com,19-11-25
Tanya Randhawa,Pune,Apartment,2,2230,Semi-Furnished,56389,14,9500215234,tanyarandhawa@gmail.com,19-11-25
Fateh Lall,Bangalore,Apartment,3,2082,Semi-Furnished,132487,10,9988131486,fatehlall@gmail.com,22-10-25
Aarav Kaul,Indore,Villa,5,1299,Unfurnished,24266,13,9205028828,aaravkaul@gmail.com,17-11-25
Elakshi Kulkarni,Pune,Apartment,4,2304,Unfurnished,80494,14,9458964520,elakshikulkarni@gmail.com,20-11-25
Nitya Hegde,Bangalore,Villa,3,752,Unfurnished,44670,11,9160312143,nityahegde@gmail.com,11-12-25
Faiyaz Bhargava,Indore,Apartment,1,2429,Semi-Furnished,61930,0,9174439606,faiyazbhargava@gmail.com,17-10-25
Ranbir Mannan,Bangalore,Studio,5,422,Unfurnished,27954,8,9385988145,ranbirmannan@gmail.com,14-12-25
Neysa Shukla,Mumbai,Villa,5,2388,Furnished,169094,2,9637445489,neysashukla@gmail.com,06-10-25
Urvi Sabharwal,Mumbai,Villa,1,2310,Unfurnished,61295,8,9712808167,urvisabharwal@gmail.com,07-11-25
Myra Rout,Mumbai,Independent,2,2126,Semi-Furnished,145577,20,9022474589,myrarout@gmail.com,30-11-25
Lakshay Mallick,Indore,Villa,1,1376,Semi-Furnished,36521,12,9168378632,lakshaymallick@gmail.com,10-12-25
Saanvi Sarin,Hyderabad,Independent,3,2390,Unfurnished,98874,9,9713752984,saanvisarin@gmail.com,11-11-25
Kiara Yogi,Mumbai,Independent,4,1804,Unfurnished,97686,9,9275714946,kiarayogi@gmail.com,15-12-25
Piya Lal,Delhi,Apartment,4,627,Semi-Furnished,29508,16,9849668695,piyalal@gmail.com,15-11-25
Anaya Desai,Pune,Apartment,3,1287,Semi-Furnished,46670,5,9735857509,anayadesai@gmail.com,22-10-25
Mishti Kothari,Indore,Independent,2,1490,Furnished,44244,3,9716364120,mishtikothari@gmail.com,17-11-25
Nirvi Bava,Nagpur,Villa,1,1703,Furnished,28606,15,9740161546,nirvibava@gmail.com,20-12-25
Taran Dutt,Chennai,Villa,2,1893,Semi-Furnished,82688,9,9097570366,tarandutt@gmail.com,01-11-25
Drishya Bhasin,Jaipur,Independent,5,416,Semi-Furnished,5655,8,9179204284,drishyabhasin@gmail.com,13-12-25
Ivana Bhat,Bangalore,Independent,4,884,Unfurnished,54986,1,9318355738,ivanabhat@gmail.com,07-10-25
Manikya Shan,Nagpur,Independent,2,842,Furnished,25603,15,9457980889,manikyashan@gmail.com,16-12-25
Nitara Chakraborty,Hyderabad,Villa,5,1577,Furnished,46642,13,9142020231,nitarachakraborty@gmail.com,04-12-25
Rania Bhatia,Delhi,Independent,1,733,Furnished,30007,15,9009012463,raniabhatia@gmail.com,03-12-25
Ranbir Chahal,Jaipur,Villa,1,726,Semi-Furnished,22775,2,9523678827,ranbirchahal@gmail.com,17-10-25
Samar Bala,Jaipur,Independent,4,2294,Semi-Furnished,59068,13,9725583289,samarbala@gmail.com,09-12-25
Aarush Devi,Pune,Villa,4,432,Semi-Furnished,14101,18,9966003456,aarushdevi@gmail.com,24-10-25
Anaya Setty,Kolkata,Villa,3,1262,Semi-Furnished,31624,10,9038672179,anayasetty@gmail.com,20-12-25
Zain Kurian,Pune,Independent,3,796,Semi-Furnished,18902,0,9515483974,zainkurian@gmail.com,17-12-25
Hazel Goyal,Delhi,Independent,2,2064,Furnished,113846,2,9928845399,hazelgoyal@gmail.com,17-11-25
Lakshit Som,Bangalore,Studio,1,2086,Furnished,117487,8,9301590346,lakshitsom@gmail.com,22-11-25
Anahita Baria,Kolkata,Independent,3,1811,Furnished,74817,3,9242944197,anahitabaria@gmail.com,24-12-25
Nayantara Gola,Indore,Studio,1,1139,Semi-Furnished,23305,13,9196555313,nayantaragola@gmail.com,02-12-25
Faiyaz Dalal,Indore,Independent,3,1839,Furnished,52268,14,9687460396,faiyazdalal@gmail.com,16-11-25
Anika Tiwari,Delhi,Apartment,5,1425,Unfurnished,58472,18,9378543126,anikatiwari@gmail.com,20-11-25
Divij Atwal,Indore,Studio,1,2312,Semi-Furnished,41350,17,9574402137,divijatwal@gmail.com,12-10-25
Anvi Ahuja,Indore,Apartment,4,1201,Semi-Furnished,24313,19,9798105027,anviahuja@gmail.com,16-10-25
Drishya Saini,Indore,Independent,1,2024,Unfurnished,69649,19,9056122025,drishyasaini@gmail.com,28-10-25
Ishaan Chokshi,Delhi,Studio,5,2477,Unfurnished,126254,15,9101343204,ishaanchokshi@gmail.com,30-10-25
Anaya Bhardwaj,Mumbai,Villa,5,1435,Furnished,67416,19,9883598250,anayabhardwaj@gmail.com,21-12-25
Alia Randhawa,Indore,Villa,4,1429,Furnished,49194,14,9258536128,aliarandhawa@gmail.com,17-10-25
Amani Loke,Jaipur,Villa,3,2163,Furnished,68022,14,9970660247,amaniloke@gmail.com,25-12-25
Manikya Bava,Mumbai,Independent,4,2355,Unfurnished,62654,9,9617147871,manikyabava@gmail.com,20-10-25
Anahi Salvi,Chennai,Villa,2,497,Furnished,22884,17,9244665020,anahisalvi@gmail.com,27-10-25
Devansh Bansal,Hyderabad,Studio,2,2055,Furnished,34510,5,9064271337,devanshbansal@gmail.com,29-11-25
Anay Jani,Bangalore,Studio,5,478,Furnished,22569,12,9121533689,anayjani@gmail.com,26-10-25
Ira Sant,Indore,Villa,3,1997,Unfurnished,48003,15,9673856073,irasant@gmail.com,08-11-25
Indrans Lad,Nagpur,Studio,2,2293,Unfurnished,85276,4,9726422029,indranslad@gmail.com,05-12-25
Shlok Dhar,Nagpur,Studio,3,1524,Furnished,56247,10,9897961498,shlokdhar@gmail.com,01-11-25
Hiran Bedi,Jaipur,Independent,5,2039,Semi-Furnished,60550,16,9261004423,hiranbedi@gmail.com,09-11-25
Sahil Wadhwa,Hyderabad,Independent,4,2134,Semi-Furnished,106493,17,9799125645,sahilwadhwa@gmail.com,17-12-25
Tushar Kothari,Bangalore,Independent,2,1710,Unfurnished,116468,20,9872919459,tusharkothari@gmail.com,18-11-25
Trisha Chand,Chennai,Apartment,2,1434,Semi-Furnished,74369,0,9454077099,trishachand@gmail.com,16-11-25
Raghav Virk,Nagpur,Independent,1,2113,Furnished,57367,0,9216239696,raghavvirk@gmail.com,28-12-25
Ivana Krishna,Mumbai,Independent,4,584,Unfurnished,32931,13,9640642981,ivanakrishna@gmail.com,15-12-25
Vaibhav Savant,Bangalore,Villa,2,1491,Furnished,46695,11,9441244608,vaibhavsavant@gmail.com,17-11-25
Yakshit Suri,Mumbai,Apartment,5,2012,Unfurnished,56808,10,9412698520,yakshitsuri@gmail.com,27-11-25
Romil Thakkar,Pune,Villa,2,1093,Semi-Furnished,26093,8,9703672986,romilthakkar@gmail.com,15-11-25
Ayesha Kaul,Mumbai,Apartment,3,1376,Semi-Furnished,50905,20,9790035827,ayeshakaul@gmail.com,28-12-25
Kanav Sankar,Chennai,Apartment,2,1956,Semi-Furnished,81681,3,9786872660,kanavsankar@gmail.com,21-10-25
Neysa Dhaliwal,Chennai,Studio,5,2368,Furnished,126454,7,9137274822,neysadhaliwal@gmail.com,22-12-25
Eshani Sastry,Indore,Independent,5,1158,Semi-Furnished,20675,19,9736895676,eshanisastry@gmail.com,17-10-25
Zain Rana,Pune,Studio,4,778,Semi-Furnished,17668,9,9883890702,zainrana@gmail.com,29-12-25
Shlok Barad,Bangalore,Independent,1,1206,Semi-Furnished,62588,18,9293274282,shlokbarad@gmail.com,16-10-25
Nayantara Din,Bangalore,Independent,5,1599,Unfurnished,98983,9,9542514159,nayantaradin@gmail.com,27-11-25
Vidur Ramaswamy,Delhi,Apartment,2,623,Unfurnished,29164,20,9642716908,vidurramaswamy@gmail.com,11-11-25
Manikya Sastry,Jaipur,Villa,4,1512,Furnished,23671,5,9009191118,manikyasastry@gmail.com,11-10-25
Advika Manda,Jaipur,Independent,5,2060,Semi-Furnished,66370,2,9201280788,advikamanda@gmail.com,23-10-25
Vritika Bhakta,Delhi,Villa,4,1358,Semi-Furnished,35059,2,9981480011,vritikabhakta@gmail.com,04-12-25
Vaibhav Tata,Hyderabad,Villa,3,838,Furnished,31380,6,9413726109,vaibhavtata@gmail.com,21-12-25
Anahi Gade,Pune,Independent,1,1936,Semi-Furnished,42385,18,9884669834,anahigade@gmail.com,27-10-25
Rati Shenoy,Delhi,Independent,3,1303,Unfurnished,43009,8,9030903022,ratishenoy@gmail.com,15-12-25
Himmat De,Bangalore,Studio,1,2472,Furnished,109003,5,9450898568,himmatde@gmail.com,25-11-25
Dhanuk Raman,Hyderabad,Independent,5,406,Semi-Furnished,17707,0,9320233834,dhanukraman@gmail.com,01-12-25
Priyansh Dewan,Bangalore,Villa,2,578,Furnished,40139,13,9549305945,priyanshdewan@gmail.com,18-11-25
Kartik Gill,Mumbai,Apartment,2,2292,Semi-Furnished,99300,5,9185563684,kartikgill@gmail.com,23-10-25
Lavanya Dhingra,Pune,Studio,3,2449,Furnished,92384,6,9136836918,lavanyadhingra@gmail.com,06-12-25
Jivin Balay,Mumbai,Apartment,1,589,Furnished,41068,12,9132499202,jivinbalay@gmail.com,20-10-25
Dhanuk Kumer,Pune,Apartment,3,2437,Unfurnished,79803,1,9085866101,dhanukkumer@gmail.com,13-12-25
Shray Sidhu,Chennai,Villa,5,536,Semi-Furnished,17436,4,9370711661,shraysidhu@gmail.com,22-11-25
Vedika Dash,Jaipur,Apartment,1,2143,Furnished,72244,11,9200385294,vedikadash@gmail.com,31-10-25
Hazel Deo,Jaipur,Apartment,3,1376,Furnished,31057,9,9271191864,hazeldeo@gmail.com,26-12-25
Advik Swaminathan,Indore,Studio,1,2279,Furnished,71166,13,9203331068,advikswaminathan@gmail.com,15-11-25
Aniruddh Sahota,Mumbai,Independent,2,1634,Semi-Furnished,97786,20,9912234026,aniruddhsahota@gmail.com,28-12-25
Darshit Raval,Nagpur,Apartment,1,1713,Furnished,39566,11,9972029110,darshitraval@gmail.com,20-10-25
Vanya Bora,Hyderabad,Apartment,5,719,Unfurnished,33217,11,9792750496,vanyabora@gmail.com,09-11-25
Ela Majumdar,Pune,Independent,1,714,Unfurnished,33184,4,9973865505,elamajumdar@gmail.com,14-10-25
Divit Chandra,Pune,Independent,5,1424,Semi-Furnished,30729,16,9406999515,divitchandra@gmail.com,07-12-25
Hiran Johal,Nagpur,Independent,4,2041,Furnished,36768,1,9490206665,hiranjohal@gmail.com,17-11-25
Fateh Sandal,Chennai,Apartment,4,1489,Semi-Furnished,28428,11,9753609748,fatehsandal@gmail.com,30-12-25
Dishani Balan,Indore,Studio,4,2350,Semi-Furnished,61034,4,9459936805,dishanibalan@gmail.com,17-11-25
Hansh Rama,Mumbai,Apartment,1,553,Furnished,40504,15,9512208342,hanshrama@gmail.com,08-12-25
Neelofar Sagar,Bangalore,Studio,5,478,Unfurnished,26426,16,9887624130,neelofarsagar@gmail.com,06-12-25
Raunak Das,Nagpur,Apartment,5,2024,Furnished,47609,18,9261060530,raunakdas@gmail.com,19-11-25
Emir Suri,Indore,Independent,5,865,Unfurnished,14209,8,9646077883,emirsuri@gmail.com,11-11-25
Rania Sagar,Kolkata,Studio,1,959,Semi-Furnished,20918,10,9712572654,raniasagar@gmail.com,03-12-25
Rhea Shanker,Nagpur,Studio,2,2312,Furnished,62042,8,9943456567,rheashanker@gmail.com,24-10-25
Riya Lanka,Chennai,Apartment,2,1012,Semi-Furnished,49088,13,9896352009,riyalanka@gmail.com,18-11-25
Charvi Rajagopal,Delhi,Studio,5,2167,Semi-Furnished,111004,16,9871910259,charvirajagopal@gmail.com,15-12-25
Rasha Mallick,Kolkata,Studio,5,1434,Furnished,58567,2,9611773822,rashamallick@gmail.com,09-12-25
Jayan Rastogi,Mumbai,Apartment,3,833,Semi-Furnished,42532,3,9959605334,jayanrastogi@gmail.com,30-10-25
Akarsh Sant,Nagpur,Villa,4,933,Furnished,26121,6,9343258445,akarshsant@gmail.com,19-10-25
Madhav Chaudhary,Hyderabad,Villa,3,456,Unfurnished,15829,6,9930532221,madhavchaudhary@gmail.com,01-11-25
Aarav Dash,Indore,Independent,1,1782,Semi-Furnished,29654,15,9179675903,aaravdash@gmail.com,14-12-25
Samarth Sachar,Kolkata,Studio,4,1152,Semi-Furnished,46714,16,9036356149,samarthsachar@gmail.com,19-12-25
Aayush Viswanathan,Chennai,Studio,4,2332,Semi-Furnished,88294,10,9387012373,aayushviswanathan@gmail.com,11-12-25
Trisha Sami,Jaipur,Apartment,2,1756,Furnished,38182,11,9358891312,trishasami@gmail.com,30-11-25
Vihaan Chaudhuri,Mumbai,Apartment,5,1298,Semi-Furnished,72318,18,9984528876,vihaanchaudhuri@gmail.com,19-11-25
Kashvi Raju,Mumbai,Villa,5,1876,Semi-Furnished,132858,11,9474054651,kashviraju@gmail.com,24-12-25
Prisha Choudhary,Jaipur,Independent,3,1795,Unfurnished,40581,7,9464951640,prishachoudhary@gmail.com,07-11-25
Kiara Mander,Pune,Villa,4,2003,Semi-Furnished,51069,13,9335641508,kiaramander@gmail.com,26-12-25
Sana Barman,Hyderabad,Villa,1,790,Unfurnished,37514,20,9651737028,sanabarman@gmail.com,29-11-25
Aradhya Rajagopalan,Kolkata,Independent,1,2451,Unfurnished,41963,13,9901187246,aradhyarajagopalan@gmail.com,11-10-25
Dhruv Bajwa,Nagpur,Studio,2,892,Semi-Furnished,11272,9,9260694560,dhruvbajwa@gmail.com,17-11-25
Jayant Kohli,Hyderabad,Apartment,2,821,Unfurnished,26236,5,9697594823,jayantkohli@gmail.com,27-10-25
Kashvi Malhotra,Kolkata,Apartment,3,2119,Furnished,37430,17,9192953348,kashvimalhotra@gmail.com,20-10-25
Aayush Devan,Indore,Apartment,4,2394,Furnished,52357,4,9271347707,aayushdevan@gmail.com,10-10-25
Hansh Manda,Jaipur,Studio,1,788,Semi-Furnished,24980,2,9318054425,hanshmanda@gmail.com,22-10-25
Anahita Batra,Indore,Studio,1,468,Semi-Furnished,9377,11,9662625865,anahitabatra@gmail.com,10-11-25
Reyansh Sarkar,Nagpur,Villa,1,609,Furnished,14536,1,9464700658,reyanshsarkar@gmail.com,16-10-25
Hunar Kaur,Kolkata,Independent,1,1521,Semi-Furnished,53606,10,9759653244,hunarkaur@gmail.com,26-10-25
Pihu Chakraborty,Indore,Studio,5,2307,Semi-Furnished,77240,3,9444067181,pihuchakraborty@gmail.com,06-10-25
Shamik Subramanian,Nagpur,Independent,5,2023,Furnished,49942,14,9285564396,shamiksubramanian@gmail.com,07-12-25
Pihu Dewan,Jaipur,Independent,1,1225,Furnished,16552,19,9024272956,pihudewan@gmail.com,21-11-25
Rohan Rajagopal,Mumbai,Studio,3,544,Furnished,20954,8,9062769200,rohanrajagopal@gmail.com,17-10-25
Nakul Arya,Indore,Apartment,3,1003,Semi-Furnished,27309,8,9671836159,nakularya@gmail.com,18-10-25
Yuvraj  Bawa,Hyderabad,Independent,1,1856,Semi-Furnished,55036,11,9469859206,yuvrajbawa@gmail.com,11-11-25
Ishaan Goyal,Delhi,Independent,1,1676,Unfurnished,66502,5,9597729200,ishaangoyal@gmail.com,30-12-25
Nitara Kaul,Indore,Studio,4,2365,Semi-Furnished,31349,18,9811602207,nitarakaul@gmail.com,14-11-25
Elakshi Sood,Indore,Villa,1,1611,Semi-Furnished,49524,9,9796760933,elakshisood@gmail.com,28-10-25
Ira Dixit,Chennai,Independent,5,2185,Furnished,106418,7,9380588020,iradixit@gmail.com,04-11-25
Ranbir Dey,Hyderabad,Apartment,1,2285,Unfurnished,45250,10,9633310097,ranbirdey@gmail.com,04-10-25
Dishani Kadakia,Pune,Studio,4,765,Furnished,13596,2,9751143496,dishanikadakia@gmail.com,22-12-25
Onkar Sule,Pune,Villa,3,1561,Semi-Furnished,49936,17,9098580275,onkarsule@gmail.com,17-10-25
Mahika Chanda,Kolkata,Studio,4,546,Unfurnished,24301,17,9158142644,mahikachanda@gmail.com,29-10-25
Reyansh Walia,Chennai,Independent,4,712,Furnished,25023,20,9973895153,reyanshwalia@gmail.com,29-11-25
Advika Dey,Bangalore,Studio,1,565,Semi-Furnished,16985,7,9405823247,advikadey@gmail.com,08-12-25
Biju Bains,Delhi,Independent,3,908,Unfurnished,42921,9,9244997806,bijubains@gmail.com,29-12-25
Dhanuk Soman,Hyderabad,Villa,2,1253,Furnished,39573,3,9617423956,dhanuksoman@gmail.com,16-12-25
Ela Madan,Indore,Villa,1,755,Furnished,10459,1,9802503254,elamadan@gmail.com,12-11-25
Tarini Lata,Hyderabad,Independent,4,580,Semi-Furnished,19737,7,9848371068,tarinilata@gmail.com,01-12-25
Rhea Kumar,Mumbai,Villa,2,1061,Unfurnished,67941,12,9546663513,rheakumar@gmail.com,05-10-25
Eva Brahmbhatt,Mumbai,Independent,2,2450,Semi-Furnished,90723,6,9371998141,evabrahmbhatt@gmail.com,09-12-25
Pari Sandhu,Delhi,Apartment,5,1299,Furnished,30153,1,9016376507,parisandhu@gmail.com,11-10-25
Dhruv Gole,Jaipur,Studio,2,2385,Unfurnished,95056,0,9616502184,dhruvgole@gmail.com,13-10-25
Neysa Samra,Bangalore,Apartment,1,1588,Semi-Furnished,39320,3,9856989187,neysasamra@gmail.com,12-10-25
Bhavin Ghosh,Kolkata,Apartment,3,2113,Unfurnished,67326,2,9113031425,bhavinghosh@gmail.com,25-12-25
Dhanush Grover,Hyderabad,Apartment,4,1705,Furnished,47177,1,9255618596,dhanushgrover@gmail.com,24-11-25
Ivan Brahmbhatt,Chennai,Apartment,4,2477,Furnished,57518,15,9019227828,ivanbrahmbhatt@gmail.com,24-12-25
Amira Srinivasan,Pune,Apartment,2,1534,Unfurnished,52314,7,9165129530,amirasrinivasan@gmail.com,03-12-25
Ehsaan Sundaram,Indore,Villa,4,2498,Unfurnished,71249,17,9383624998,ehsaansundaram@gmail.com,01-12-25
Hunar Saraf,Nagpur,Independent,5,962,Semi-Furnished,20170,4,9051241030,hunarsaraf@gmail.com,18-10-25
Aradhya Vala,Pune,Studio,5,1475,Unfurnished,51915,2,9564882319,aradhyavala@gmail.com,16-10-25
Kavya Mane,Bangalore,Villa,4,1189,Furnished,44700,8,9208973445,kavyamane@gmail.com,04-10-25
Anahi Gaba,Jaipur,Studio,3,1652,Furnished,36639,4,9734133938,anahigaba@gmail.com,07-12-25
Ishaan Kade,Kolkata,Villa,2,656,Unfurnished,10426,4,9428967532,ishaankade@gmail.com,30-12-25
